Temp,E_mean,E_std,M_mean,M_std
0.0,-2.0,0.0,1.0,0.0
0.1,-2.0,0.0,1.0,0.0
0.2,-2.0,0.0,1.0,0.0
0.30000000000000004,-2.0,0.0,1.0,0.0
0.4,-2.0,0.0,1.0,0.0
0.5,-2.0,0.0,1.0,0.0
0.6000000000000001,-1.9999887976414634,0.0002008264954277436,0.9999969593404078,5.649338790744768e-05
0.7000000000000001,-1.9999289446102186,0.00047584551799639965,0.999982236146593,0.00011896145879221539
0.8,-1.9995771898558483,0.001190153486766097,0.9998934168795581,0.00030134354178309547
0.9,-1.9986829231872298,0.0021007575503370047,0.9996680886441647,0.0005330701315967204
1.0,-1.9969222463114449,0.0033296288476947055,0.9992091140644053,0.0008844685743537781
1.1,-1.993803224150575,0.004663923052428261,0.998398552598608,0.0012415893758427777
1.2000000000000002,-1.987541177912363,0.006752012340490895,0.9967590294663585,0.0018002618975458417
1.3,-1.980436402550934,0.007936590758095795,0.9948551303316389,0.002183969728613555
1.4000000000000001,-1.9661695540344795,0.010400409306282195,0.9909665103100805,0.0029735263022670723
1.5,-1.946574913308391,0.013593301589780038,0.9852381673281754,0.0041021606336097
1.6,-1.9240561694854688,0.0174980205081788,0.9784099210331645,0.005586201033735085
1.7000000000000002,-1.8875963970240794,0.021149477753635005,0.9668589702580638,0.007421331956665392
1.8,-1.8448086396816563,0.02836878173621024,0.9511383862394313,0.012057464990535309
1.9000000000000001,-1.7920400062592703,0.02790128511955758,0.9330104411208742,0.011485889494390885
2.0,-1.708166272097956,0.03442410825312983,0.896909781600695,0.016407812787582566
2.1,-1.6327319850347404,0.0423913682662927,0.8595317457766265,0.025352936701802088
2.2,-1.4616484896710789,0.05469650856165049,0.7256377673931278,0.061992704974670035
2.3000000000000003,-1.2029929203280307,0.0476767097415731,0.18301756394071128,0.14770104182975702
2.4000000000000004,-1.1390102041986232,0.042439856015611614,0.2669156237909092,0.07180616397448812
2.5,-1.0277658753405574,0.043118008251866825,-0.08968209659580215,0.07357315885216054
2.6,-0.9396980200607459,0.04226790357841769,0.05896859385682531,0.092532276332073
2.7,-0.8733407484099588,0.043372547568749156,0.021270174117268243,0.06876296814651935
2.8000000000000003,-0.826134828370341,0.03779369583087481,0.025721624364550028,0.09011667010740405
2.9000000000000004,-0.7840016013766604,0.037562167268798616,0.014048409691123953,0.08137336049847976
3.0,-0.7387839182063708,0.03726744808011732,0.00043080615833685605,0.04579511276427299
3.1,-0.7099704757097316,0.03974101537310573,-0.02249761958056299,0.0575608651922754
3.2,-0.6705206660276223,0.036669974078804506,0.01770562115053399,0.05913368041352712
3.3000000000000003,-0.6478361289700071,0.034439559418934326,-0.010516823391326403,0.04460661472889998
3.4000000000000004,-0.6168478516298047,0.03658245302579143,0.0029193039000280064,0.04937135334802147
3.5,-0.590942510785425,0.03663867666277619,0.009933346695543601,0.044970556771318164
3.6,-0.573726267445252,0.03489027484122072,-0.0008302460529443355,0.043094549353237636
3.7,-0.5488918601608105,0.033842083922470394,-0.004616123200938215,0.040456024994404226
3.8000000000000003,-0.5271851183188202,0.03416649650437786,-0.0027757551471855896,0.03952834664276155
3.9000000000000004,-0.5114152442159403,0.03414942021939602,-0.004401840376805541,0.04011090486305139
4.0,-0.49148933834780645,0.03235707658076962,-0.002618923787005055,0.04156806089626015
4.1000000000000005,-0.48184997055573,0.033124233022954565,0.0005625125137087875,0.035369139378036055
4.2,-0.4645345070632035,0.03320111201172901,0.009130626152337822,0.03987660135141127
4.3,-0.4483645534987544,0.03184808512584585,0.0001501100087458438,0.037528979208143014
4.4,-0.4377950793994763,0.0326447659094994,-0.006945389075749011,0.03511123525998261
4.5,-0.42637839606939065,0.032564375702425194,-2.848569277529017e-05,0.033472700506713214
4.6000000000000005,-0.4144076818429272,0.030724554781280247,-0.009013642747610287,0.03218141915709248
4.7,-0.4053025012208023,0.031570609032113665,0.0009187437600294468,0.03458342293574213
4.800000000000001,-0.39328473749745485,0.0320339319934519,0.0026723744688763513,0.03458887294163936
4.9,-0.3867157438226308,0.03259916030450968,0.003084776962020776,0.032024943935563155
