N,n_steps,n_analyze,flip_perc
100,150000,5000,0.1

Temp,E_mean,E_std,M_mean,M_std
0.835,-1.9994073919974271,0.0006545129889182615,0.9998512997415501,0.00016467656058472257
0.84,-1.9993309756473772,0.0007438474135179036,0.9998317362070323,0.00018774402258575962
0.845,-1.9993404176001979,0.0007601056829499244,0.9998343350840082,0.00019123969349405342
0.85,-1.9992279139345326,0.0008219665775145415,0.9998052898681886,0.00020849098123220246
0.855,-1.9992540797178067,0.0007468449736795367,0.9998113325081436,0.0001899434403094346
0.86,-1.999213671035637,0.0008073602407876594,0.9998016899217246,0.00020444383576476938
0.865,-1.9989697790355725,0.0008938692705051031,0.999739156732275,0.00022851837811379647
0.87,-1.999082123214995,0.0009105725473902026,0.9997688021915487,0.00022970643838056374
0.875,-1.9990411541847783,0.0008735784519631523,0.9997582413669013,0.00022100215927027726
0.88,-1.9990369138490631,0.0008629680585831955,0.999754960691006,0.00022292039099645756
0.885,-1.9990096273220022,0.0008802219551257377,0.9997501196825974,0.00022370026907968197
0.89,-1.9989536957493732,0.0009010648349460633,0.9997355165207809,0.0002293224043521437
0.895,-1.9988643170881568,0.0009719444359094681,0.999712631222629,0.00024805673551512653
0.9,-1.9987398101511324,0.0009714538534952646,0.9996807050361565,0.00025035835135500683
0.905,-1.9988386309559427,0.0009693015398135848,0.9997072301523331,0.0002459407650550943
0.91,-1.9986588348744272,0.0010662695571828182,0.9996588999425251,0.00027540028991261705
0.915,-1.9985622530532947,0.0010044062748629542,0.9996351756246407,0.00026034411178170767
0.92,-1.9985544119484069,0.0010288308968135062,0.9996340157127686,0.00026283745199955755
0.925,-1.9984699143579325,0.0010881326590502355,0.9996137307820069,0.0002763137534943371
0.93,-1.9983862982818807,0.001154438795672814,0.9995909659450926,0.0002956249338259575
0.935,-1.9984030219454079,0.0011588726887518306,0.9995956074764644,0.00029764558809582174
0.9400000000000001,-1.998222743899709,0.001164436133217168,0.9995502773750589,0.0002973812562407401
0.9450000000000001,-1.9979224443244896,0.0012309399595138765,0.9994721401570009,0.00031657696512261475
0.9500000000000001,-1.997998780430639,0.0012627170789558243,0.9994926650921424,0.0003229868733400926
0.9550000000000001,-1.9979598134917054,0.0012941185896169645,0.9994813820843125,0.00033396550153061677
0.96,-1.998002141350435,0.001295174684130261,0.9994944643917072,0.0003305150892302798
0.965,-1.9976583131195713,0.0013635444842546372,0.9994034060575314,0.00035531640298312224
0.97,-1.9978284268504167,0.0013394123534551073,0.9994487749931693,0.0003451284693753447
0.975,-1.997710162817323,0.0013796815009765287,0.9994200084967287,0.00035362789245620726
0.98,-1.9975039653240096,0.0014101279600508537,0.9993669577635963,0.00036023596865288597
0.985,-1.9974321902430183,0.0014183369325339059,0.9993470330957557,0.00036418847167928785
0.99,-1.9971004448120153,0.0015287108324466049,0.9992578543408153,0.00039958223590898093
0.995,-1.9971887054479607,0.0016104053003873798,0.9992854595780492,0.00041382309654623174
1.0,-1.9971475754291637,0.001507422984888707,0.999272057213147,0.00039235267877719797
1.0050000000000001,-1.9970315533844225,0.0017227870442730567,0.9992438913774767,0.00044421458602449224
1.01,-1.9966596425306942,0.0016972543223505365,0.9991499908949572,0.00043793010002290224
1.0150000000000001,-1.996381028291344,0.0019299536725381804,0.9990756556042959,0.0005019050373418616
1.02,-1.9965795455729636,0.0017231942049373001,0.9991245859502482,0.00045160942581944075
1.025,-1.996343263150883,0.001787501132488266,0.999066173612988,0.0004625900291106729
1.03,-1.9962238006578443,0.0017383880668271612,0.9990338065619945,0.00045265265139385336
1.035,-1.9960272783612127,0.0018790498753685429,0.998983756485737,0.000490791596987166
1.04,-1.9959640676294668,0.0019686447382023776,0.9989714344565118,0.0005113359653481577
1.045,-1.995493977302121,0.0018976971756054142,0.9988470075487685,0.000493065656737369
1.05,-1.9954306052479416,0.0018727470257379388,0.9988272832879831,0.00048801036594033433
1.055,-1.9953273865289034,0.0018697246857342796,0.9988028381580971,0.00048729644679584573
1.06,-1.9950755766378114,0.002063232503931364,0.9987371053712848,0.0005437002559026588
1.065,-1.9950586918664708,0.001992161889826949,0.998731904016492,0.000517605307032274
1.07,-1.9948129637714958,0.002028958696737072,0.9986691313592118,0.0005368643686614419
1.075,-1.9946654151978314,0.002113875860367612,0.9986299641086093,0.0005556437191659627
1.08,-1.9945607536624588,0.002165243386263166,0.998603678186027,0.0005650362628685825
1.085,-1.9941742771695818,0.0021495160904462787,0.998499538057159,0.0005711442672846096
1.09,-1.994111304856415,0.002165249055698652,0.9984890553659858,0.00056593052115778
1.095,-1.9938739777135954,0.0021729277442091195,0.9984244825983553,0.0005691747007698173
1.1,-1.9937162642289123,0.0024073560264829567,0.9983825546356411,0.0006312762822918497
1.105,-1.993432047987585,0.002414307895563038,0.9983116202436464,0.0006344297944741871
1.11,-1.9930968600574746,0.002495129658901663,0.9982200021337427,0.000664546987764568
1.115,-1.9929870777689092,0.0024455576300490447,0.9981872357709762,0.0006502857231435983
1.12,-1.992513302660723,0.0026636630932886387,0.9980654518564693,0.0007075983612596821
1.125,-1.9927043821316144,0.0024850714348208006,0.9981138617378589,0.0006581690014904305
1.1300000000000001,-1.9921325056713612,0.002419076090519481,0.9979599517425267,0.0006447000613553368
1.135,-1.9921653906472518,0.002537913592207472,0.9979690336351229,0.0006715195371245805
1.1400000000000001,-1.9916416866155977,0.0026902163762029343,0.9978370475730889,0.0007227361088587951
1.145,-1.9917736322933686,0.0025099615980837225,0.9978717742716939,0.0006662917602374973
1.1500000000000001,-1.9914455655384693,0.0026486482911139923,0.9977796349222122,0.0007040879129653701
1.155,-1.9910680501550215,0.002662786599551297,0.9976794953273759,0.0007109201917440545
1.16,-1.9906153195522909,0.0027542094487559526,0.9975605116269187,0.0007417697569223249
1.165,-1.9901433849744878,0.0030031689722286436,0.9974324065319274,0.0008043731389422432
1.17,-1.9900580878542957,0.0029752698919003027,0.9974275651062029,0.000792261986874719
1.175,-1.9896252807032277,0.0029610322449851977,0.9973038996331904,0.0007909767126785347
1.18,-1.9892324021301835,0.0030621459854665123,0.9971922377415432,0.0008308251770540324
1.185,-1.9890071574056785,0.0030519274489240345,0.9971430276865767,0.0008194406158562946
1.19,-1.9889793918714163,0.003017673323223743,0.99712998488112,0.0008051516511599946
1.195,-1.9883514267131075,0.0031302124906738013,0.996968472688335,0.0008354511990531916
1.2,-1.9877917134158491,0.0031634824012637054,0.9968106808674815,0.0008555475973354625
1.205,-1.9874597271577576,0.00325064024582912,0.996732345173945,0.0008859652951539092
1.21,-1.9871134987638626,0.0034361609230862357,0.9966299249830664,0.0009397287158520722
1.215,-1.9870105965849543,0.0032112442536751987,0.9966185222413211,0.0008572819273930041
1.22,-1.9865623475504197,0.003298131917661328,0.9964779740954715,0.0009138054164799822
1.225,-1.986078170185734,0.0034166124764568482,0.9963468276731824,0.0009256052743634659
1.23,-1.9856548861614058,0.0034130504398244455,0.9962256435490436,0.0009334009116384667
1.235,-1.9851667087873142,0.0034425807300464107,0.9961069400464565,0.0009392499727635
1.24,-1.984914979378589,0.0036551036745675488,0.9960491683965302,0.0010077789228875491
1.245,-1.984441764642296,0.003651394332055244,0.9959104605545209,0.000999211910502798
1.25,-1.9838125186339453,0.0036116871270653913,0.9957292242082603,0.0009914418705539822
1.2550000000000001,-1.9833956358074594,0.0035469389161575733,0.9956350059336628,0.000977923689573602
1.26,-1.9826974967976383,0.003721773957388296,0.9954364057134738,0.001026741812266434
1.2650000000000001,-1.9834012360209392,0.0037491367646783143,0.9956410463916514,0.0010228029134680188
1.27,-1.981682895946369,0.003989330862246198,0.9951630307689002,0.001109472175597244
1.2750000000000001,-1.9813553887764248,0.004023840932056128,0.9950673315949048,0.0011282706954820483
1.28,-1.9810878162408834,0.004118693795996984,0.9950132807580727,0.0011438905763933925
1.285,-1.9806645317396228,0.003955765819173926,0.9948948573579691,0.001107087131532526
1.29,-1.9798881378763318,0.004124208809005412,0.9946598898508378,0.0011522221300013635
1.295,-1.9797037010980765,0.004306716866869519,0.9946242425770349,0.0012055438072844779
1.3,-1.979626965417841,0.004367261873095661,0.9946119607532232,0.0012055393450747555
1.305,-1.978825765744427,0.004512664935191425,0.9943562693108461,0.0012679441074342358
1.31,-1.9785519513780534,0.004378699786009181,0.9943268233286092,0.0012047716716894353
1.315,-1.9763435909904987,0.0046308568219475986,0.9936718519126494,0.0013333488083621698
1.32,-1.9775431899219351,0.004374216186376058,0.9940569293477531,0.001219524881375365
1.325,-1.976178197985674,0.004597197530342702,0.9936480471720145,0.0012758100477139205
1.33,-1.9756744179303085,0.0048536786039091355,0.9934896956588964,0.001399066719956027
1.335,-1.9751482322516978,0.004492323709723748,0.9933806736723474,0.0012608195407493906
1.34,-1.9748373701229505,0.004834725162787016,0.9932823740474985,0.0013491169795479471
1.345,-1.9737043433199886,0.004660738178945275,0.9929877149269423,0.00130599465747139
1.35,-1.973096461504978,0.004898140475923583,0.9928159210342816,0.001372621964606518
1.355,-1.9733844396232916,0.004895445088403459,0.9928520881407117,0.0014218558684034662
1.36,-1.9714918207898096,0.004946302450136783,0.9923634697947891,0.0013809265516251086
1.365,-1.9708887408031992,0.005275262472645782,0.9921863548730369,0.0015142279939393264
1.37,-1.9685529929968233,0.00493943963304992,0.9915275433273835,0.0013886815953870774
1.375,-1.9692789775701875,0.00518305181946129,0.9917011779292771,0.001489157216327505
1.3800000000000001,-1.969071175341941,0.005116353305608994,0.9916766532470427,0.0014843725164725105
1.385,-1.9680593737270098,0.005449280470337692,0.9913646314091195,0.0016025214931141456
1.3900000000000001,-1.967531188341779,0.005198601884494656,0.9912402066833426,0.0015108074046933713
1.395,-1.9668044015678745,0.0054620719360119665,0.9910683320579254,0.0015450239054698234
1.4000000000000001,-1.9658824566674962,0.005349723668996382,0.9907744739813479,0.001563736395984534
1.405,-1.9650440489108334,0.005562460328531915,0.9905827962462724,0.0015945400578154284
1.41,-1.9639687943062702,0.005622822242016338,0.9902059608851702,0.0016406557435033008
1.415,-1.963784917613749,0.005334659515033905,0.9902158427248003,0.0015276920641210906
1.42,-1.9630686133640913,0.0055540462345439814,0.9900207643056779,0.0016063987457861776
1.425,-1.9614086012335676,0.006157924773130083,0.9895043015289269,0.0018172531979665538
1.43,-1.961549269840655,0.0062547130798399,0.9895861174111653,0.0018065340651202905
1.435,-1.960643008127764,0.005612236640700708,0.9892808971559556,0.0016326130433160515
1.44,-1.9588144815166035,0.005866525919851309,0.9887538714918238,0.0016986652180257995
1.445,-1.9586526076300999,0.006317462370366437,0.9886966604403339,0.0018932587096316753
1.45,-1.9581579497442838,0.006573126258363145,0.9885680748358038,0.001951072044564618
1.455,-1.9553566688917998,0.00635341496046931,0.9877917599763888,0.001871663894622348
1.46,-1.9548357641680236,0.006468728265034071,0.9876372895495465,0.0019040391737872805
1.465,-1.955348827214593,0.006357868609562383,0.9877375890717885,0.0019129885965488498
1.47,-1.9536327232621054,0.006608728266896517,0.9873091031918886,0.0019254672700372627
1.475,-1.95265860919071,0.00645064582943613,0.9869912006922259,0.0019098849545652631
1.48,-1.9521268223686012,0.006474447802531701,0.9868346085832652,0.001946677705249022
1.485,-1.9509952360926974,0.006524936820426258,0.9865851982113456,0.0019247138050508996
1.49,-1.9511330236456685,0.006450363126140195,0.9864786173324868,0.0019273980562449116
1.495,-1.948907939594587,0.00672416703377749,0.9858732955959898,0.0020702425275588186
1.5,-1.9473896372387423,0.007091352491340202,0.985434568078548,0.002127646660115186
1.5050000000000001,-1.946202199324104,0.0072360601156525334,0.9850610932795423,0.0021857763092088893
1.51,-1.9457396263121414,0.007322621745056287,0.984939908905014,0.002179375535864603
1.5150000000000001,-1.9450576506893404,0.007326575841863854,0.9847637137119044,0.002238149309443916
1.52,-1.9439321464718664,0.006848355794219154,0.9844753761056854,0.0020857942273996063
1.5250000000000001,-1.9423621526406416,0.006921000248421201,0.9838946196979989,0.0021867567354468057
1.53,-1.9403178247839814,0.007711104906870354,0.9833001006028728,0.0023618261481086183
1.5350000000000001,-1.9398979810171781,0.00730734399682308,0.9831151432885149,0.002278689749592568
1.54,-1.938517065519427,0.007442414509226995,0.9828526105707134,0.002312835960086324
1.545,-1.9369765161204084,0.007440198719826249,0.9823559514640164,0.00230105268055769
1.55,-1.935764594134342,0.007679231895938758,0.9819600318736805,0.002350669805153835
1.555,-1.933368994345973,0.007667635519385895,0.9812456888064167,0.002334711861247029
1.56,-1.9330208457739597,0.0075151682649545965,0.98108429650255,0.0023313950659908825
1.565,-1.9321760360325162,0.007550662603615467,0.9809030998251538,0.0023489587100842296
1.57,-1.9321497110491588,0.006976119207868294,0.9809269450215917,0.002182069580299069
1.575,-1.9293847585063049,0.007765661280866674,0.9800044798951169,0.0024713507719495596
1.58,-1.9285497096663213,0.008041464585836768,0.9797912775027463,0.0025736956067000266
1.585,-1.927527985708264,0.008337867839749007,0.979465491892362,0.0027318332278084135
1.59,-1.9250320452502976,0.008402247976957418,0.9786039195339259,0.002638943142112118
1.595,-1.92477607386044,0.008213269056576955,0.9785713130389483,0.0027682224724802735
1.6,-1.9232755334979654,0.008115183018300276,0.9782086005805134,0.0025587556485007342
1.605,-1.922381834832161,0.00881866265344028,0.9779405467961878,0.0028428500646631733
1.61,-1.920155229819348,0.00854027428538552,0.977264811704578,0.002739224510452693
1.615,-1.9186345257265947,0.008452485581968988,0.9766923768993949,0.002748776291099567
1.62,-1.917625603091123,0.009135319349245868,0.9764547696779384,0.002901589268294925
1.625,-1.9172982587936427,0.009144021427166991,0.976437645963393,0.00288344685086677
1.6300000000000001,-1.9133149020598874,0.008730809288003244,0.9751578700807148,0.0028552803394396305
1.635,-1.910215962598457,0.009159677163349192,0.9739465487077251,0.0031334295820968526
1.6400000000000001,-1.9112381668514336,0.009485170830797852,0.9744734937106402,0.0031219923599312962
1.645,-1.908492098691154,0.009353341129955681,0.9734187634688993,0.0031909475927214886
1.6500000000000001,-1.907086297473232,0.010131749097779528,0.9731669927816625,0.0033000656443270006
1.655,-1.9049295460994207,0.00970396198970248,0.972416523147235,0.003243367010155318
