Temp,E_mean,E_std,M_mean,M_std
0.0,-2.0,0.0,1.0,0.0
0.1,-2.0,0.0,1.0,0.0
0.2,-2.0,0.0,1.0,0.0
0.30000000000000004,-2.0,0.0,1.0,0.0
0.4,-2.0,0.0,1.0,0.0
0.5,-2.0,0.0,1.0,0.0
0.6000000000000001,-1.9999875890705485,0.00014180682130689366,0.9999968972676371,3.5451705326723415e-05
0.7000000000000001,-1.9998876487142827,0.00042849558936676046,0.9999719121070307,0.0001071244237474216
0.8,-1.9996585384515029,0.000742388905192978,0.9999145932091692,0.00018573783114029347
0.9,-1.9988182054135437,0.0014470470888952145,0.9997021382535594,0.00036756602510101355
1.0,-1.9970954186345462,0.002167791944684288,0.9992599232622709,0.0005596856407565534
1.1,-1.9937215265356842,0.0031417819575781363,0.9983713444315641,0.0008395160879458029
1.2000000000000002,-1.9875874009984187,0.004627618945682884,0.9967589438927367,0.0012473321540461214
1.3,-1.9790560572737335,0.006148045788805016,0.9944359503357046,0.0016809745906207537
1.4000000000000001,-1.965820265927537,0.007604338004517233,0.9907785646437073,0.0021721450814387476
1.5,-1.9479513882302981,0.01003506725999084,0.9855433119776535,0.003088801385747189
1.6,-1.9214174264811306,0.011534935674230026,0.9774336094354529,0.0038418325811255274
1.7000000000000002,-1.8897900392256108,0.01726856602419446,0.9671859276797872,0.006455910931253802
1.8,-1.8485370553190839,0.01738623964533159,0.9531093152744051,0.006693934173823262
1.9000000000000001,-1.787142081006953,0.022609443983762762,0.9308848706548942,0.009341013123902373
2.0,-1.7126522439077965,0.02603238178068928,0.8940359502941352,0.017369731414127086
2.1,-1.6026232186067721,0.04157691233840763,0.8241056374584014,0.04156367598835429
2.2,-1.4485765717749264,0.03963818942461373,0.7085158255940128,0.042370923544157266
2.3000000000000003,-1.2557159598814676,0.03695078633221652,-0.3328052551227943,0.059424012757770574
2.4000000000000004,-1.1002270655885746,0.03811922461959872,0.029616862079398294,0.078213067469712
2.5,-1.0191773875137882,0.03505566813320223,0.0006758086446044934,0.08024335966436881
2.6,-0.9387160698087913,0.029968954258960144,0.05845495624333174,0.043395699709252514
2.7,-0.8817998696909258,0.03306387431677098,-0.02543422970709116,0.04596743965528368
2.8000000000000003,-0.8302372311634835,0.02802451069251663,0.0059122845465269394,0.06416146677448696
2.9000000000000004,-0.7831234823205181,0.027093601447155148,-0.0005399447120262683,0.04371458502278856
3.0,-0.739813595646547,0.02646598168553322,-0.0001761168577833778,0.04117701113747541
3.1,-0.7057117546146024,0.027293001878162845,0.002028977196096748,0.04254308357982386
3.2,-0.6702241675690142,0.02578329709086475,-0.002216361650291556,0.03811363823307578
3.3000000000000003,-0.6413181404586696,0.026071705912282316,-0.0014994835403522803,0.03453794826982869
3.4000000000000004,-0.6169403674579139,0.025887314123307976,-0.006830917163784389,0.03830767152114749
3.5,-0.5926991107583547,0.026297150191249962,0.009586978608752463,0.03262623715188977
3.6,-0.5693610557486329,0.024103998515977165,-0.00280431597459356,0.026801284750329054
3.7,-0.5463048527659977,0.02398442001903115,0.006210548231217233,0.029772939903197255
3.8000000000000003,-0.5297510111229399,0.025206157355670885,-0.002649591133057338,0.027232790649936094
3.9000000000000004,-0.5125265052245125,0.022840295868984225,0.0025924368628786414,0.03033873257814547
4.0,-0.4941159659539444,0.02350288561720635,-9.308001873485638e-06,0.02752746125863308
4.1000000000000005,-0.4791929816503386,0.023445259920438024,5.68276869799982e-05,0.028425329645450685
4.2,-0.4624423658783423,0.02378249446521729,9.414127318023298e-05,0.02682629370256129
4.3,-0.4501478255903943,0.02207318326956644,9.985670893449149e-05,0.023383558954516995
4.4,-0.43810802954486616,0.022532048124553707,-0.000993341524851881,0.025948975960770115
4.5,-0.4264911754676451,0.023228889002738767,-0.001964882774302089,0.02335713318647123
4.6000000000000005,-0.4152374963065008,0.023022450222975017,-0.0005243497679757477,0.022580939414774126
4.7,-0.4057911989223387,0.021837423381692287,-0.0006024878176265836,0.024576149960044678
4.800000000000001,-0.39575996820295684,0.022654206632709756,-8.875245538159756e-05,0.023142564394792255
4.9,-0.3828922516406834,0.022431360119090093,0.003118256290718642,0.023674844754557323
